bandName,bandNumber,address,postalCode,txtPone,website
High Bar,High Bar,"PO BOX 458, CLINTON, BC",V0K 1K0,(250) 459-2117,https://www.highbarfirstnations.com/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Esk'etemc,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC",V0L 1B0,(250) 440-5611,http://www.esketemc.org/
Esk'etemc,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC",V0L 1B0,(250) 440-5611,http://www.esketemc.org/
Canim Lake,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC",V0K 2E0,(250) 397-2227,http://www.canimlakeband.com/
Xeni Gwet'in First Nations Government,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC",V0L 1X0,(250) 394-7023,http://www.xenigwetin.com/
Xeni Gwet'in First Nations Government,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC",V0L 1X0,(250) 394-7023,http://www.xenigwetin.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Williams Lake,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC",V2G 5K9,(250) 296-3507,http://www.williamslakeband.ca
Nazko First Nation,Nazko First Nation,"PO BOX 4129, QUESNEL, BC",V2J 3J2,(250) 992-9085,http://nazkoband.ca/
Lhoosk'uz Dene Nation,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC",V2J 3J8,(250) 992-3290,http://www.lhooskuz.com/
Lhoosk'uz Dene Nation,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC",V2J 3J8,(250) 992-3290,http://www.lhooskuz.com/
Stswecem'c Xgat'tem First Nation,Stswecem'c Xgat'tem First Nation,"GENERAL DELIVERY, DOG CREEK, BC",V0L 1J0,(250) 440-5645,http://canoecreekband.ca/
Stswecem'c Xgat'tem First Nation,Stswecem'c Xgat'tem First Nation,"GENERAL DELIVERY, DOG CREEK, BC",V0L 1J0,(250) 440-5645,http://canoecreekband.ca/
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Yekooche First Nation,Yekooche First Nation,"1890 - 3RD AVENUE, PRINCE GEORGE, BC",V2M 1G4,(250) 562-0592,http://www.yekooche.com/
Yekooche First Nation,Yekooche First Nation,"1890 - 3RD AVENUE, PRINCE GEORGE, BC",V2M 1G4,(250) 562-0592,http://www.yekooche.com/
Binche Whut'en,Binche Whut'en,"204 Mandine Drive, PO Box 2039, Fort St. James, BC",V0J 1P0,(250) 648-3232,http://binchekeyoh.ca/
