No.,Name,Location,Hectares,bandNumber,bandName,address
6202,NAISCOUTAING 17A,100 KM SW OF NORTH BAY,1016.0,137,Shawanaga First Nation,"RR1, 2 VILLAGE ROAD, NOBEL, ON, P0G 1G0"
6201,SHAWANAGA 17,105 KM SW/SO OF/DE NORTH BAY 3 KM EAST OF GEORGIAN BAY,3271.0,137,Shawanaga First Nation,"RR1, 2 VILLAGE ROAD, NOBEL, ON, P0G 1G0"
6203,SHAWANAGA 17B,112 KM SW OF NORTH BAY,75.0,137,Shawanaga First Nation,"RR1, 2 VILLAGE ROAD, NOBEL, ON, P0G 1G0"
6338,CHIPPEWA ISLAND,"30 KM SOUTH OF PARRY SOUND ISLAND, IN TWELVE MILE BAY IN GEORGIAN BAY",3.1,141,Beausoleil,"GENERAL DELIVERY, CEDAR POINT, ON, L0K 1C0"
6198,CHIPPEWAS OF GEORGINA ISLAND FIRST NATION,SE/SE OF/DE LAKE SIMCOE,1353.0,138,Chippewas of Georgina Island,"RR 2, PO BOX 13, SUTTON WEST, ON, L0E 1R0"
6341,CHIPPEWAS OF GEORGINA ISLAND FIRST NATION 33A,ON SHORE OF LAKE SIMCOE AT VIRGINIA BEACH,1.3,139,Chippewas of Rama First Nation,"200 - 5884 RAMA ROAD, RAMA, ON, L3V 6H6"
6338,CHIPPEWA ISLAND,"30 KM SOUTH OF PARRY SOUND ISLAND, IN TWELVE MILE BAY IN GEORGIAN BAY",3.1,141,Beausoleil,"GENERAL DELIVERY, CEDAR POINT, ON, L0K 1C0"
6195,CHIPPEWAS OF RAMA FIRST NATION,5 KM NE/NE OF/DE ORILLIA ON EAST SHORE OF LAKE COUCHICHING,908.4,138,Chippewas of Georgina Island,"RR 2, PO BOX 13, SUTTON WEST, ON, L0E 1R0"
6207,INDIAN RIVER,ADJACENT TO VILLAGE OF PORT CARLING ON BANK OF INDIAN RIVER,1.0,139,Chippewas of Rama First Nation,"200 - 5884 RAMA ROAD, RAMA, ON, L3V 6H6"
6197,ISLANDS IN THE TRENT WATERS 36A,"IN PETERBOROUGH COUNTY, ISLANDS IN PIGEON, BUCKHORN & STONY LAKES",139.6,161,Curve Lake,"GENERAL DELIVERY, CURVE LAKE, ON, K0L 1R0"
6196,MISSISSAUGA'S OF SCUGOG ISLAND,42 KM SW/SO OF/DE PETERBOROUGH AT N END OF SCUGOG ISLAND IN LAKE SCUGOG,334.5,162,Hiawatha First Nation,"123 Paudash Street, HIAWATHA FIRST NATION, ON, K9J 0E6"
6338,CHIPPEWA ISLAND,"30 KM SOUTH OF PARRY SOUND ISLAND, IN TWELVE MILE BAY IN GEORGIAN BAY",3.1,141,Beausoleil,"GENERAL DELIVERY, CEDAR POINT, ON, L0K 1C0"
6199,CHRISTIAN ISLAND 30,SE/SE OF/DE GEORGIAN BAY,5530.0,138,Chippewas of Georgina Island,"RR 2, PO BOX 13, SUTTON WEST, ON, L0E 1R0"
6200,CHRISTIAN ISLAND 30A,16 KM W/O OF/DE MIDLAND,7.9,139,Chippewas of Rama First Nation,"200 - 5884 RAMA ROAD, RAMA, ON, L3V 6H6"
6258,FORT ALBANY 67,ON/SUR W/O SHORE/RIVE OF/DE JAMES BAY,36345.7,142,Albany,"PO BOX 1, FORT ALBANY, ON, P0L 1H0"
6259,ATTAWAPISKAT 91,165 KM W/O OF/DE JAMES BAY BOTH BANKS OF EKWAN RIVER,27040.1,143,Attawapiskat,"PO BOX 248, ATTAWAPISKAT, ON, P0L 1A0"
6260,ATTAWAPISKAT 91A,LEFT BANK OF ATTAWAPISKAT RIVER NEAR WEST SHORE OF JAMES BAY,235.8,143,Attawapiskat,"PO BOX 248, ATTAWAPISKAT, ON, P0L 1A0"
6261,FACTORY ISLAND 1,IN MOOSE RIVER ABOUT 6 KM SW OF JAMES BAY,299.0,144,Moose Cree First Nation,"PO BOX 190, MOOSE FACTORY, ON, P0L 1W0"
6262,MOOSE FACTORY 68,ON EAST BANK OF NORTH FRENCH RIVER 8 KM SW OF JAMES BAY,17094.0,144,Moose Cree First Nation,"PO BOX 190, MOOSE FACTORY, ON, P0L 1W0"
6263,NEW POST 69,88 KM NW/NO OF/DE COCHRANE 4 KM EAST OF ABITIBI RIVER,2072.0,145,Taykwa Tagamou Nation,"PO BOX 3310, RR 2, COCHRANE, ON, P0L 1C0"
6081,NEW POST 69A,14 KM SOUTHEAST OF COCHRANE,116.8,145,Taykwa Tagamou Nation,"PO BOX 3310, RR 2, COCHRANE, ON, P0L 1C0"
6264,WINISK 90,ON WEST BANK OF WINISK RIVER AT MOUTH OF ASHEWEIG RIVER,5310.0,146,Weenusk,"PO BOX 1, PEAWANUCK, ON, P0L 2H0"
6358,WINISK INDIAN SETTLEMENT,,0.0,146,Weenusk,"PO BOX 1, PEAWANUCK, ON, P0L 2H0"
6240,AGENCY 30,AULNEAU PENINSULA IN LAKE OF THE WOODS 28 MI SOUTHERLY FROM KENORA KENORA DISTRICT,379.0,152,Animakee Wa Zhing #37,"PO BOX 1590, KENORA, ON, P9N 3X7"
6265,THE DALLES 38C,8 KM NW/NO OF/DE KENORA,3257.0,153,Anishinabe of Wauzhushk Onigum,"PO BOX 1850, KENORA, ON, P9N 3X8"
6266,EAGLE LAKE 27,13 KM SW/SO OF/DE DRYDEN,3592.0,148,Eagle Lake,"PO BOX 1001, MIGISI SAHGAIGAN, ON, P0V 3H0"
6267,ENGLISH RIVER 21,40 KM NE/NE OF/DE KENORA,4145.0,149,Grassy Narrows First Nation,"GENERAL DELIVERY, GRASSY NARROWS, ON, P0X 1B0"
6240,AGENCY 30,AULNEAU PENINSULA IN LAKE OF THE WOODS 28 MI SOUTHERLY FROM KENORA KENORA DISTRICT,379.0,152,Animakee Wa Zhing #37,"PO BOX 1590, KENORA, ON, P9N 3X7"
6269,ONE MAN LAKE 29,N SHORE OF ONE MAN LAKE 65 KM NORTHWEST OF KENORA,1117.3,153,Anishinabe of Wauzhushk Onigum,"PO BOX 1850, KENORA, ON, P9N 3X8"
6270,SWAN LAKE 29,E SHORE OF SWAN LAKE 36 KM NORTHWEST OF KENORA,2237.0,125,Anishnaabeg of Naongashiing,"PO BOX 335, MORSON, ON, P0W 1J0"
6268,WABASEEMOONG,8 KM E/E OF/DE MANITOBA BOUNDARY & 48 KM NW OF KENORA,8480.0,124,Big Grassy,"PO BOX 414, MORSON, ON, P0W 1J0"
6240,AGENCY 30,AULNEAU PENINSULA IN LAKE OF THE WOODS 28 MI SOUTHERLY FROM KENORA KENORA DISTRICT,379.0,152,Animakee Wa Zhing #37,"PO BOX 1590, KENORA, ON, P9N 3X7"
6274,BIG ISLAND 37,54 KM SE OF KENORA,787.5,153,Anishinabe of Wauzhushk Onigum,"PO BOX 1850, KENORA, ON, P9N 3X8"
6275,LAKE OF THE WOODS 34,ON SOUTHWEST AULNEAU PENINSULA IN LAKE OF THE WOODS,259.4,125,Anishnaabeg of Naongashiing,"PO BOX 335, MORSON, ON, P0W 1J0"
6276,LAKE OF THE WOODS 37,19 KM E/E OF/DE BOUNDARY OF/DE MANITOBA FRONTIER,1137.0,124,Big Grassy,"PO BOX 414, MORSON, ON, P0W 1J0"
6277,LAKE OF THE WOODS 37B,ISLANDS IN LAKE OF WOODS,106.0,265,Buffalo Point First Nation,"PO BOX 1037, BUFFALO POINT, MB, R0A 2W0"
6278,NORTHWEST ANGLE 34C,LOCATED IN PROVINCE OF MANITOBA,303.5,154,Iskatewizaagegan #39 Independent First Nation,"GENERAL DELIVERY, KEJICK, ON, P0X 1E0"
6279,NORTHWEST ANGLE 34C & 37B,(UNDIVIDED) WEST OF LAKE OF THE WOODS,792.8,158,Naotkamegwanning,"1800 PAWITIK STREET, PAWITIK, ON, P0X 1L0"
6280,NORTHWEST ANGLE 37C,LOCATED IN THE PROVINCE OF MANITOBA,279.2,147,Niisaachewan Anishinaabe Nation,"22 BAND OFFICE RD., DALLES, ON, P9N 0J2"
6281,SHOAL LAKE 34B1,SOUTHWEST END OF SHOAL LAKE,259.0,151,Northwest Angle No.33,"BOX 1490, KENORA, ON, P9N 3X7"
6282,SHOAL LAKE 37A,PARTLY IN MANITOBA SW END OF SHOAL LAKE,777.0,131,Ojibways of Onigaming First Nation,"PO BOX 160, NESTOR FALLS, ON, P0X 1K0"
6283,WHITEFISH BAY 34A,54 KM SE/SE OF/DE KENORA,609.0,155,Shoal Lake No.40,"GENERAL DELIVERY, KEJICK, ON, P0X 1E0"
6240,AGENCY 30,AULNEAU PENINSULA IN LAKE OF THE WOODS 28 MI SOUTHERLY FROM KENORA KENORA DISTRICT,379.0,152,Animakee Wa Zhing #37,"PO BOX 1590, KENORA, ON, P9N 3X7"
6285,SHOAL LAKE 34B2,NW/NO END/L'EXTREMITE OF/DE SHOAL LAKE,172.4,153,Anishinabe of Wauzhushk Onigum,"PO BOX 1850, KENORA, ON, P9N 3X8"
6288,SHOAL LAKE 40,NW/NO OF LAKE OF THE WOODS,2579.0,125,Anishnaabeg of Naongashiing,"PO BOX 335, MORSON, ON, P0W 1J0"
6290,WABIGOON LAKE 27,19 KM SE/SE OF/DE DRYDEN,5209.2,157,Wabigoon Lake Ojibway Nation,"RR 1, SITE 115, PO BOX 300, DRYDEN, ON, P8N 2Y4"
6209,AKWESASNE 15,ISLAND ON/ILE SUR ST. LAWRENCE RIVER AT CORNWALL,3646.8,159,Mohawks of Akwesasne,"PO BOX 90, AKWESASNE, QC, H0M 1A0"
6210,AKWESASNE 59,CORNWALL ISLAND & ADDITIONAL ISLAND ON ST. LAWRENCE RIVER AT CORNWALL,1093.0,159,Mohawks of Akwesasne,"PO BOX 90, AKWESASNE, QC, H0M 1A0"
6211,ALDERVILLE FIRST NATION,21 KM SW/SO OF/DE PETERBOROUGH,1199.8,160,Alderville First Nation,"PO BOX 46, ROSENEATH, ON, K0K 2X0"
6212,SUGAR ISLAND 37A,ON ISLAND IN N END OF RICE LAKE 14 KM SOUTHEAST OF PETERBOROUGH,40.5,160,Alderville First Nation,"PO BOX 46, ROSENEATH, ON, K0K 2X0"
6214,CURVE LAKE 35A,FOX ISLAND IN BUCKHORN LAKE 14 KM NORTH OF PETERBOROUGH,202.3,161,Curve Lake,"GENERAL DELIVERY, CURVE LAKE, ON, K0L 1R0"
6213,CURVE LAKE FIRST NATION 35,14 KM N/N OF/DE PETERBOROUGH,765.7,161,Curve Lake,"GENERAL DELIVERY, CURVE LAKE, ON, K0L 1R0"
6197,ISLANDS IN THE TRENT WATERS 36A,"IN PETERBOROUGH COUNTY, ISLANDS IN PIGEON, BUCKHORN & STONY LAKES",139.6,161,Curve Lake,"GENERAL DELIVERY, CURVE LAKE, ON, K0L 1R0"
6215,HIAWATHA FIRST NATION,6 KM SE/SE OF/DE PETERBOROUGH,868.2,162,Hiawatha First Nation,"123 Paudash Street, HIAWATHA FIRST NATION, ON, K9J 0E6"
6197,ISLANDS IN THE TRENT WATERS 36A,"IN PETERBOROUGH COUNTY, ISLANDS IN PIGEON, BUCKHORN & STONY LAKES",139.6,161,Curve Lake,"GENERAL DELIVERY, CURVE LAKE, ON, K0L 1R0"
6216,PIKWAKANAGAN,SE/SE OF/DE GOLDEN LAKE,688.8,163,Algonquins of Pikwakanagan First Nation,"1657A Mishomis Inamo, Pikwakanagan, ON, K0J 1X0"
6217,TYENDINAGA MOHAWK TERRITORY,10 KM E/E OF/DE BELLEVILLE ADJACENT TO & WEST OF DESERONTO,7362.5,164,Mohawks of the Bay of Quinte,"24 MEADOW DRIVE, TYENDINAGA MOHAWK TERRITORY, ON, K0K 1X0"
6188,CHIPPEWA OF THE THAMES FIRST NATION INDIAN RESERVE,24 KM W/O OF/DE ST THOMAS ON WEST BANK OF THAMES RIVER,3652.6,166,Chippewas of the Thames First Nation,"RR 1, MUNCEY, ON, N0L 1Y0"
6190,MUNSEE-DELAWARE NATION 1,24 KM W/O OF/DE ST. THOMAS ON WEST BANK OF THAMES RIVER,1054.0,168,Munsee-Delaware Nation,"RR 1, MUNCEY, ON, N0L 1Y0"
6191,ONEIDA 41,16 KM SW/SO OF/DE LONDON ON EAST BANK OF THAMES RIVER EAST OF CARADOC I.R. 42,2133.5,169,Oneida Nation of the Thames,"RR 2, SOUTHWOLD, ON, N0L 2G0"
6192,WALPOLE ISLAND 46,34 KM S/S OF/DE SARNIA ISLANDS IN LAKE ST CLAIR AT MOUTH OF ST CLAIR RIVER,15891.1,170,Walpole Island,"RR 3, WALLACEBURG, ON, N8A 4K9"
6193,KETTLE POINT 44,35 KM NE/NE OF/DE SARNIA ON EAST SHORE OF SOUTH END OF LAKE HURON,1032.9,171,Chippewas of Kettle and Stony Point,"6247 INDIAN LANE, KETTLE AND STONY POINT FIRST NATION, ON, N0N 1J1"
6194,SARNIA 45,EAST BANK/RIVE EST DE/OF ST. CLAIR RIVER AT SOUTH BOUNDARY OF CITY OF SARNIA,1280.5,172,Aamjiwnaang,"978 TASHMOO AVENUE, SARNIA, ON, N7T 7H5"
6173,ZHIIBAAHAASING 19,"NW/NO OF/DE LAKE HURON, NORTH WEST SECTION OF COCKBURN ISLAND",349.6,173,Zhiibaahaasing First Nation,"36 SAGON ROAD, ZHIIBAAHAASING, ON, P0P 1X0"
6174,ZHIIBAAHAASING 19A,AT/A MANITOULIN ISLAND ADJACENT TO NW END OF SHESHEGWANING IR 20,608.7,173,Zhiibaahaasing First Nation,"36 SAGON ROAD, ZHIIBAAHAASING, ON, P0P 1X0"
6204,MAGNETEWAN 1,"100 KM SW/SO OF/DE NORTH BAY, 6 KM EAST OF GEORGIAN BAY",4721.0,174,Magnetawan,"10 HWY 529, BRITT, ON, P0G 1A0"
6176,POINT GRONDINE 3,40 KM SOUTHWEST OF SUDBURY,13896.6,175,Wikwemikong,"PO BOX 112, WIKWEMIKONG, ON, P0P 2J0"
6175,WIKWEMIKONG UNCEDED RESERVE,EAST END OF MANITOULIN IN NORTHERN GEORGIAN BAY,42614.3,175,Wikwemikong,"PO BOX 112, WIKWEMIKONG, ON, P0P 2J0"
6177,SHEGUIANDAH 24,"8 KM S/S OF/DE LITTLE CURRENT, NORTH END OF MANITOULIN ISL",2070.5,176,Sheguiandah,"PO BOX 101, SHEGUIANDAH, ON, P0P 1W0"
6178,SHESHEGWANING 20,24 KM SW/SO OF/DE BLIND RIVER NEAR N WEST OF MANITOULIN ISL,2023.5,178,Sheshegwaning,"1079A SHESHEGWANING ROAD, SHESHEGWANING, ON, P0P 1X0"
6179,SUCKER CREEK 23,1.6 KM W/O OF/DE LITTLE CURRENT ON NORTHEAST END OF MANITOULIN ISLAND,648.5,180,Aundeck-Omni-Kaning,"RR 1, COMP 21, LITTLE CURRENT, ON, P0P 1K0"
6180,M'CHIGEENG 22,21 KM SW/SO OF/DE LITTLE CURRENT ON MANITOULIN ISLAND,3094.7,181,M'Chigeeng First Nation,"PO BOX 333, 53 HWY 551, M'CHIGEENG, ON, P0P 1G0"
6294,CONSTANCE LAKE 92,ON/SUR KABINAKAGAMI RIVER/RIVIERE,3110.5,182,Constance Lake,"P.O. Box 4000, CONSTANCE LAKE, ON, P0L 1B0"
6295,ENGLISH RIVER 66,EAST BANK/SUR LA RIVE EST OF/DE KENOGAMI RIVER,3108.0,182,Constance Lake,"P.O. Box 4000, CONSTANCE LAKE, ON, P0L 1B0"
6296,FORT HOPE 64,3 KM N/N OF/DE ALBANY RIVER/RIVIERE 208 KM NW OF GERALDTON,25900.3,183,Eabametoong First Nation,"PO BOX 298, FORT HOPE, ON, P0T 1L0"
6297,LONG LAKE 58,35 KM NE/NE OF/DE GERALDTON,232.3,184,Long Lake No.58 First Nation,"PO BOX 609, LONGLAC, ON, P0T 2A0"
6299,MARTEN FALLS 65,ALBANY RIVER NORTH BANK/RIVE NORD RIVIERE ALBANY 170 KM NE OF NAKINA,7770.1,186,Martin Falls,"GENERAL DELIVERY, OGOKI POST, ON, P0T 2L0"
6300,FORT WILLIAM 52,SOUTH/SUD OF/DE THUNDER BAY,5833.0,187,Fort William,"200 - 90 ANEMKI PLACE, FORT WILLIAM FIRST NATION, ON, P7J 1L3"
6145,ARMSTRONG SETTLEMENT,,0.0,190,Whitesand,"PO BOX 68, ARMSTRONG, ON, P0T 1A0"
9125,WHITESAND,LOCATION HM 251,249.0,190,Whitesand,"PO BOX 68, ARMSTRONG, ON, P0T 1A0"
6305,PAYS PLAT 51,5 KM NW/NO OF/DE FORT WILLIAM,225.0,191,Pays Plat,"10 CENTRAL PLACE, PAYS PLAT, ON, P0T 3C0"
6307,LAKE HELEN 53A,177 KM N/N OF/DE THUNDER BAY,74.7,193,Red Rock,"PO BOX 1030, NIPIGON, ON, P0T 2J0"
6308,RED ROCK 53,"ON WEST SHORE OF HELEN LAKE, 3 MILES N.E. OF NIPIGON",184.0,193,Red Rock,"PO BOX 1030, NIPIGON, ON, P0T 2J0"
9764,LAKE NIPIGON RESERVE,,1269.9,194,Animbiigoo Zaagi'igan Anishinaabek,"PO BOX 120, BEARDMORE, ON, P0T 1G0"
6309,PIC MOBERT NORTH,53 KM E/E OF/DE MARATHON,101.2,195,Pic Mobert,"PO BOX 717, MOBERT, ON, P0M 2J0"
6326,PIC MOBERT SOUTH,"AT SOUTHWEST END OF WHITE LAKE, 33 MI EAST OF MARATHON TWP 71 THUNDER BAY DISTRICT",15.6,195,Pic Mobert,"PO BOX 717, MOBERT, ON, P0M 2J0"
6310,ROCKY BAY 1,"DISTRICT OF THUNDER BAY, IN TWP OF KILKENNY, THE WHOLE OF LOC. C.L. 443 AND C.L. 444",13.4,197,Biinjitiwaabik Zaaging Anishinaabek,"GENERAL DELIVERY, MACDIARMID, ON, P0T 2B0"
6181,GOULAIS BAY 15A,22 KM NW/NO OF/DE SAULT STE MARIE,645.5,198,Batchewana First Nation,"236 FRONTENAC STREET, SAULT STE MARIE, ON, P6A 5K9"
6183,OBADJIWAN 15E,SE/SE CORNER OF/COIN DE LAKE SUPERIOR,68.0,198,Batchewana First Nation,"236 FRONTENAC STREET, SAULT STE MARIE, ON, P6A 5K9"
6182,RANKIN LOCATION 15D,ADJACENT TO/PRES DE SAULT STE MARIE,1510.7,198,Batchewana First Nation,"236 FRONTENAC STREET, SAULT STE MARIE, ON, P6A 5K9"
9350,WHITEFISH ISLAND,IN THE ST. MARYS RIVER FRONTING THE CITY OF SAULT STE. MARIE ONTARIO,17.2,198,Batchewana First Nation,"236 FRONTENAC STREET, SAULT STE MARIE, ON, P6A 5K9"
6184,GARDEN RIVER 14,3 KM NE/NE OF/DE SAULT STE MARIE,20703.5,199,Garden River First Nation,"7 SHINGWAUK STREET, RR 4, GARDEN RIVER, ON, P6A 6Z8"
6159,MISSISSAGI RIVER 8,103 KM S/S OF/DE SAULT STE MARIE,16075.2,200,Mississauga,"PO BOX 1299, BLIND RIVER, ON, P0R 1B0"
6185,SERPENT RIVER 7,18 KM E/E OF/DE BLIND RIVER,10879.0,201,Serpent River,"PO BOX 14, 195 VILLAGE ROAD, CUTLER, ON, P0P 1B0"
6313,OSNABURGH 63A,FORT WILLIAM 315 KM NW/NO,5018.6,203,Mishkeegogamang,"GENERAL DELIVERY, OSNABURGH, ON, P0V 2H0"
6314,OSNABURGH 63B,,13677.8,203,Mishkeegogamang,"GENERAL DELIVERY, OSNABURGH, ON, P0V 2H0"
6315,WEAGAMOW LAKE 87,ON/SUR S/S SHORE/RIVE OF/DE N/N CARIBOU LAKE,9172.3,204,North Caribou Lake,"GENERAL DELIVERY, WEAGAMOW LAKE, ON, P0V 2Y0"
6316,LAC SEUL 28,56 KM NE/NE DRYDEN,26821.5,205,Lac Seul,"PO BOX 100, HUDSON, ON, P0V 1X0"
6317,WAPEKEKA 1,ON/SUR SHORE/RIVE OF/DE OTTER LAKE,3605.0,206,Wapekeka,"PO BOX 2, WAPEKEKA, ON, P0V 1B0"
6318,WAPEKEKA 2,PARTS 1 & 2 LOCATION CL1712,2026.5,206,Wapekeka,"PO BOX 2, WAPEKEKA, ON, P0V 1B0"
6319,BEARSKIN LAKE,ON/SUR SHORE/RIVE OF/DE SEVERN RIVER,12626.3,207,Bearskin Lake,"PO BOX 25, BEARSKIN LAKE, ON, P0V 1E0"
6320,PIKANGIKUM 14,KENORA 228 NE/NE,1808.0,208,Pikangikum,"PO BOX 323, PIKANGIKUM, ON, P0V 2L0"
6321,KITCHENUHMAYKOOSIB AAKI 84,ON/SUR N/N SHORE/RIVE OF/DE BIG TROUT LAKE,29937.6,209,Kitchenuhmaykoosib Inninuwug,"PO BOX 329, BIG TROUT LAKE, ON, P0V 1G0"
6322,KASABONIKA LAKE,ON/SUR ASHEWEIG RIVER,10806.5,210,Kasabonika Lake,"PO BOX 124, KASABONIKA LAKE, ON, P0V 1Y0"
6323,SANDY LAKE 88,227 KM NE/NE OF/DE TOWN/VILLE OF/DE RED LAKE,4266.0,211,Sandy Lake,"PO BOX 12, SANDY LAKE, ON, P0V 1V0"
8381,KINGFISHER 2A,DISTRICT OF KENORA - KINGFISHER LAKE,5444.7,212,Kingfisher,"PO BOX 57, KINGFISHER LAKE, ON, P0V 1Z0"
8382,KINGFISHER 3A,CL 2280,921.9,212,Kingfisher,"PO BOX 57, KINGFISHER LAKE, ON, P0V 1Z0"
6324,KINGFISHER LAKE 1,SOUTH SHORE/RIVE SUD OF/DE KINGFISHER LAKE,596.0,212,Kingfisher,"PO BOX 57, KINGFISHER LAKE, ON, P0V 1Z0"
6327,MUSKRAT DAM LAKE,ON/SUR W/O SHORE/RIVE OF/DE MUSKRAT DAM LAKE,1939.7,213,Muskrat Dam Lake,"PO BOX 140, MUSKRAT DAM, ON, P0V 3B0"
6328,SACHIGO LAKE 1,ON/SUR N/N SHORE/RIVE OF/DE SACHIGO LAKE,3588.0,214,Sachigo Lake,"PO BOX 51, SACHIGO LAKE, ON, P0V 2P0"
6329,SACHIGO LAKE 2,"PARTS 1, 2, 3, 4, 5, 6 & 7 LOCATION CL 1722 CLSR 59536",1723.6,214,Sachigo Lake,"PO BOX 51, SACHIGO LAKE, ON, P0V 2P0"
6330,SACHIGO LAKE 3,PART 1 LOCATION CL 1723 CLSR 59537,2833.0,214,Sachigo Lake,"PO BOX 51, SACHIGO LAKE, ON, P0V 2P0"
6325,FORT SEVEN INDIAN SETTLEMENT,,0.0,215,Fort Severn,"GENERAL DELIVERY, FORT SEVERN, ON, P0V 1W0"
6331,FORT SEVERN 89,MOUTH/L'EMBOUCHURE OF/DE SACHIGO RIVER,3958.7,215,Fort Severn,"GENERAL DELIVERY, FORT SEVERN, ON, P0V 1W0"
6332,CAT LAKE 63C,ON/SUR N/N END/L'EXTREMITE OF/DE CAT LAKE,1771.0,216,Cat Lake,"PO BOX 81, CAT LAKE, ON, P0V 1J0"
6333,WUNNUMIN 1,ON/SUR SOUTH SHORE/RIVE SUD OF/DE WUNNUMIN LAKE,5855.1,217,Wunnumin,"PO BOX 105, WUNNUMIN LAKE, ON, P0V 2Z0"
6334,WUNNUMIN 2,PART 1 LOCATION CL 1725 CLSR 59542,3794.4,217,Wunnumin,"PO BOX 105, WUNNUMIN LAKE, ON, P0V 2Z0"
6150,DOKIS 9,16 KM SW/SO OF/DE LAKE NIPPISSING,12262.2,218,Dokis,"948 MAIN STREET, DOKIS FIRST NATION, ON, P0M 2N1"
6151,MATACHEWAN 72,42 KM W/O OF/DE KIRKLAND LAKE,4158.6,219,Matachewan,"PO BOX 160, MATACHEWAN, ON, P0K 1M0"
6152,NIPISSING 10,BETWEEN NORTH BAY AND STURGEON FALLS,21007.3,220,Nipissing First Nation,"36 SEMO ROAD, GARDEN VILLAGE, ON, P2B 3K2"
6153,CHAPLEAU 75,160 KM NE/NE OF/DE SAULT STE MARIE,108.1,221,Chapleau Cree First Nation,"PO BOX 400, CHAPLEAU, ON, P0M 1K0"
9036,CHAPLEAU CREE FOX LAKE,CL 5943 IN TOWNSHIP OF CHAPLEAU,1016.8,221,Chapleau Cree First Nation,"PO BOX 400, CHAPLEAU, ON, P0M 1K0"
6154,BEAR ISLAND 1,88.5 KM NW/NO OF/DE NORTH BAY,293.4,222,Temagami First Nation,"GENERAL DELIVERY, BEAR ISLAND, ON, P0H 1C0"
10099,MISSANABIE CREE FIRST NATION,,3892.3,223,Missanabie Cree,"174B HWY 17B, GARDEN RIVER, ON, P6A 6Z1"
6156,WHITEFISH LAKE 6,"COAST DISTRICT, RANGE 5, LOT 2159, AT EAST END OF WHITEFISH LAKE WEST OF STUART LAKE",19750.0,224,Atikameksheng Anishnawbek,"25 RESERVE ROAD, NAUGHTON, ON, P0M 2M0"
6164,CHAPLEAU 61,100 MI N.N.E. OF SAULT STE MARIE IN CHAPLEAU TOWNSHIP SUDBURY DISTRICT,89.0,225,Michipicoten,"PO BOX 1, SITE 8, RR 1, WAWA, ON, P0S 1K0"
6157,GROS CAP 49,"ON N. SHORE OF MICHIPICOTEN BAY IN LAKE SUPERIOR, 2 MI WEST OF WANA, ALGOMA DISTRICT",3514.7,225,Michipicoten,"PO BOX 1, SITE 8, RR 1, WAWA, ON, P0S 1K0"
6158,GROS CAP INDIAN VILLAGE 49A,"ALGOMA DISTRICT, WHOLE OF E1/2 SEC 15, TWP 8 RGE 28, 6 W4M",5.5,225,Michipicoten,"PO BOX 1, SITE 8, RR 1, WAWA, ON, P0S 1K0"
6155,MISSANABIE 62,198 KM N/N OF SAULT STE MARIE,87.4,225,Michipicoten,"PO BOX 1, SITE 8, RR 1, WAWA, ON, P0S 1K0"
6160,MATTAGAMI 71,113 KM SW/SO OF/DE KIRKLAND LAKE,5261.0,226,Mattagami,"PO BOX 99, GOGAMA, ON, P0M 1W0"
6161,FLYING POST 73,40 KM SW/SO OF/DE SMOOTH ROCK FALLS,5957.1,227,Flying Post,"PO BOX 1027, NIPIGON, ON, P0T 2J0"
6163,DUCK LAKE 76B,"SUDBURY DISTRICT, TWP OF GALLAGHER, WHOLE OF PART 1, LOCATION EL55",259.8,228,Brunswick House,"PO BOX 1178, CHAPLEAU, ON, P0M 1K0"
6162,MOUNTBATTEN 76A,157 KM NE/NE OF/DE SAULT STE MARIE,9054.2,228,Brunswick House,"PO BOX 1178, CHAPLEAU, ON, P0M 1K0"
6165,CHAPLEAU 61A,"DISTRICT OF SUDBURY, LOT 2, CONCESSION 6, TWP OF CHAPLEAU",67.0,229,Chapleau Ojibway,"85 Northern Avenue East, Sault Ste. Marie, ON, P6B 4H5"
6166,CHAPLEAU 74,100 MI N.N.E. OF SAULT STE MARIE IN CHAPLEAU TOWNSHIP SUDBURY DISTRICT,64.7,229,Chapleau Ojibway,"85 Northern Avenue East, Sault Ste. Marie, ON, P6B 4H5"
6167,CHAPLEAU 74A,160 KM NE/NE OF/DE SAULT STE MARIE,759.0,229,Chapleau Ojibway,"85 Northern Avenue East, Sault Ste. Marie, ON, P6B 4H5"
6168,WHITEFISH RIVER 4,68 KM SW/SO OF/DE SUDBURY,6423.3,230,Whitefish River,"PO BOX A, BIRCH ISLAND, ON, P0P 1A0"
6169,FRENCH RIVER 13,11 KM S/S OF/DE FRENCH RIVER,2544.6,231,Henvey Inlet First Nation,"295 PICKEREL RIVER RD, PICKEREL, ON, P0G 1J0"
6170,HENVEY INLET 2,ON N.E. SHORE OF GEORGIAN BAY 7 MI S OF FRENCH RIVER IN HENVEY TOWNSHIP PARRY SOUND CO.,9612.7,231,Henvey Inlet First Nation,"295 PICKEREL RIVER RD, PICKEREL, ON, P0G 1J0"
6172,ABITIBI 70,SOUTH SHORE/RIVE SUD DE/OF LAKE ABITIBI,7770.1,55,Conseil de la Première Nation Abitibiwinni,"45, Rue Migwan, Pikogan, QC, J9T 3A3"
6079,WAWAKAPEWIN,20 KM SW/SO OF/DE KASABONIKA,5221.0,234,Wawakapewin,", PO BOX 477, SIOUX LOOKOUT, ON, P8T 1A8"
